Ticker,Current_Price,Forecast_1Day,Forecast_5Days,MAE_1Day,MAE_5Days
AAPL,276.489990234375,276.2666073608398,272.10695678710937,6.617368891981778,7.1448182525634785
MSFT,414.1900024414063,412.64355102539065,422.7925213623047,14.700873593189675,26.591428080240878
GOOGL,333.0400085449219,336.01490203857423,334.98430236816404,35.31835586297708,34.88675904846191
NVDA,174.19000244140625,176.2133039855957,184.96744033813476,6.86897831651031,9.165356508890788
TSLA,406.010009765625,403.04869842529297,430.20219970703124,16.60431666139696,19.353628753662118
STX,418.6300048828125,429.136608581543,420.01188598632814,45.69602951550093,41.35574639383952
